phase,query_idx,filter_idx,actual_selectivity,estimated_selectivity,strategy_chosen,latency_ms,recall,reward,predict_overhead_us,route_overhead_us
learning,39,15,0.610595,0.6046666666666667,post_filter,0.5356659967219457,0.9,0.0,1125.0012903474271,1.0830044629983604
learning,29,2,0.09076,0.08566666666666667,bitmap_prefilter,5.78058300743578,1.0,0.710970849628211,11707.998055499047,1.5839978004805744
learning,36,20,0.750325,0.7405,bitmap_prefilter,41.77349999372382,1.0,0.0,9916.002454701811,1.2909949873574078
learning,24,22,0.789645,0.7913333333333333,bitmap_prefilter,67.74033299734583,1.0,0.0,10167.001164518297,1.2919990695081651
learning,9,7,0.210355,0.20866666666666667,post_filter,0.7259580015670508,1.0,0.9637020999216475,3583.001671358943,0.6249974831007421
learning,48,0,0.05003,0.04666666666666667,post_filter,0.7510830037062988,0.2,0.0,1041.9971658848226,0.4579997039400041
learning,6,28,0.929375,0.9271666666666667,post_filter,4.110208996280562,1.0,0.7944895501859719,13834.003766532987,0.08299684850499034
learning,27,24,0.83714,0.836,bitmap_prefilter,45.32304200256476,1.0,0.0,12709.00247618556,1.415995939169079
learning,44,25,0.86027,0.8641666666666666,post_filter,0.48741699720267206,1.0,0.9756291501398664,10959.003702737391,1.3750031939707696
learning,35,1,0.070755,0.07483333333333334,bitmap_prefilter,3.972874997998588,1.0,0.8013562501000706,583.0006557516754,1.3329990906640887
learning,7,27,0.907765,0.9088333333333334,post_filter,0.73395900108153,1.0,0.9633020499459235,11417.003406677395,0.12500095181167126
learning,8,14,0.389405,0.3953333333333333,post_filter,0.42991700320271775,1.0,0.9785041498398641,6040.994776412845,0.8749993867240846
learning,33,21,0.773455,0.7686666666666667,post_filter,2.3795000015525147,1.0,0.8810249999223743,10582.99676515162,1.291002263315022
learning,20,19,0.728715,0.7221666666666666,post_filter,0.6462500023189932,1.0,0.9676874998840503,9666.000551078469,1.2500022421590984
learning,28,28,0.929375,0.9271666666666667,post_filter,0.7453330035787076,1.0,0.9627333498210646,13875.003787688911,0.08300412446260452
learning,46,19,0.728715,0.7221666666666666,post_filter,0.35554200439946726,1.0,0.9822228997800266,9459.006832912564,1.2500022421590984
learning,35,13,0.340115,0.3471666666666667,bitmap_prefilter,18.919916998129338,1.0,0.0540041500935331,3499.9975468963385,0.7920025382190943
learning,47,5,0.16022,0.16,post_filter,0.43045799247920513,1.0,0.9784771003760397,2082.997525576502,0.5830006557516754
