filter_name,filter_type,true_selectivity,estimated_selectivity,absolute_error,relative_error_pct,estimation_time_us
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Books')",in_set,0.255104,0.249205,0.005898,2.31,2.42
"main_cat IN ('Home Audio & Theater', 'Office Products', 'Car Electronics')",in_set,0.255374,0.251439,0.003935,1.54,4.25
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Car Electronics')",in_set,0.255539,0.254016,0.001523,0.6,4.13
"main_cat IN ('Home Audio & Theater', 'Office Products', 'Cell Phones &amp; Accessories')",in_set,0.255722,0.253758,0.001964,0.77,4.29
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Cell Phones &amp; Accessories')",in_set,0.255887,0.256335,0.000448,0.18,4.13
"main_cat IN ('Home Audio & Theater', 'Books', 'Car Electronics')",in_set,0.256794,0.254188,0.002606,1.01,2.71
"main_cat IN ('Home Audio & Theater', 'Books', 'Cell Phones &amp; Accessories')",in_set,0.257142,0.256507,0.000635,0.25,2.79
"main_cat IN ('Home Audio & Theater', 'Sports & Outdoors', 'Office Products')",in_set,0.258072,0.257366,0.000706,0.27,4.17
"main_cat IN ('Home Audio & Theater', 'Books', 'Office Products')",in_set,0.259327,0.257538,0.001789,0.69,2.83
"main_cat IN ('Home Audio & Theater', 'Books', 'Sports & Outdoors')",in_set,0.259492,0.260115,0.000623,0.24,2.71
"main_cat IN ('Home Audio & Theater', 'Musical Instruments')",in_set,0.26588,0.266214,0.000334,0.13,2.38
"main_cat IN ('Home Audio & Theater', 'Computers')",in_set,0.2708,0.267846,0.002953,1.09,2.75
main_cat='All Electronics',single,0.271385,0.27575,0.004365,1.61,0.29
"overall IN (1,4)",in_set,0.274147,0.273344,0.000803,0.29,2.92
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.274791,0.270595,0.004196,1.53,3.92
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Car Electronics')",in_set,0.276482,0.275578,0.000904,0.33,4.42
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Cell Phones &amp; Accessories')",in_set,0.27683,0.277897,0.001067,0.39,4.46
verified=true AND overall<=4.0,compound,0.277536,0.279787,0.002251,0.81,17.08
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Office Products')",in_set,0.279015,0.278928,8.7e-05,0.03,4.54
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Sports & Outdoors')",in_set,0.27918,0.281505,0.002325,0.83,4.33
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Computers')",in_set,0.279711,0.272227,0.007483,2.68,4.29
"main_cat IN ('Home Audio & Theater', 'Musical Instruments', 'Books')",in_set,0.280435,0.281677,0.001242,0.44,2.75
"main_cat IN ('Home Audio & Theater', 'Computers', 'Car Electronics')",in_set,0.281401,0.27721,0.004191,1.49,4.71
"main_cat IN ('Home Audio & Theater', 'Computers', 'Cell Phones &amp; Accessories')",in_set,0.281749,0.279529,0.00222,0.79,4.79
"main_cat IN ('All Electronics', 'Car Electronics')",in_set,0.281986,0.285113,0.003127,1.11,2.88
"main_cat IN ('All Electronics', 'Cell Phones &amp; Accessories')",in_set,0.282334,0.287432,0.005098,1.81,2.29
"main_cat IN ('Home Audio & Theater', 'Computers', 'Office Products')",in_set,0.283934,0.28056,0.003374,1.19,4.79
"main_cat IN ('Home Audio & Theater', 'Computers', 'Sports & Outdoors')",in_set,0.284099,0.283137,0.000962,0.34,4.62
"main_cat IN ('All Electronics', 'Office Products')",in_set,0.284519,0.288463,0.003944,1.39,2.29
"main_cat IN ('All Electronics', 'Sports & Outdoors')",in_set,0.284684,0.29104,0.006356,2.23,2.21
"main_cat IN ('Home Audio & Theater', 'Computers', 'Books')",in_set,0.285354,0.283309,0.002045,0.72,3.04
"main_cat IN ('All Electronics', 'Books')",in_set,0.285939,0.291212,0.005273,1.84,0.96
"main_cat IN ('All Electronics', 'Cell Phones &amp; Accessories', 'Car Electronics')",in_set,0.292936,0.296796,0.00386,1.32,4.62
"main_cat IN ('All Electronics', 'Office Products', 'Car Electronics')",in_set,0.295121,0.297827,0.002706,0.92,4.54
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Car Electronics')",in_set,0.295286,0.300404,0.005118,1.73,4.46
"main_cat IN ('All Electronics', 'Office Products', 'Cell Phones &amp; Accessories')",in_set,0.295469,0.300146,0.004677,1.58,4.71
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Cell Phones &amp; Accessories')",in_set,0.295634,0.302723,0.007089,2.4,4.5
"main_cat IN ('All Electronics', 'Books', 'Car Electronics')",in_set,0.296541,0.300576,0.004035,1.36,3.21
"main_cat IN ('All Electronics', 'Books', 'Cell Phones &amp; Accessories')",in_set,0.296889,0.302895,0.006006,2.02,3.33
"main_cat IN ('All Electronics', 'Sports & Outdoors', 'Office Products')",in_set,0.297819,0.303754,0.005935,1.99,4.63
"overall IN (2,3,4)",in_set,0.298711,0.295421,0.003289,1.1,4.5
"main_cat IN ('All Electronics', 'Books', 'Office Products')",in_set,0.299074,0.303926,0.004852,1.62,3.29
"main_cat IN ('All Electronics', 'Books', 'Sports & Outdoors')",in_set,0.299239,0.306503,0.007264,2.43,3.13
"main_cat IN ('Home Audio & Theater', 'Computers', 'Musical Instruments')",in_set,0.305042,0.304699,0.000343,0.11,4.58
"main_cat IN ('All Electronics', 'Musical Instruments')",in_set,0.305627,0.312602,0.006975,2.28,2.29
"main_cat IN ('All Electronics', 'Computers')",in_set,0.310546,0.314234,0.003688,1.19,2.63
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo')",in_set,0.313445,0.311915,0.001531,0.49,2.58
"main_cat IN ('All Electronics', 'Musical Instruments', 'Car Electronics')",in_set,0.316229,0.321965,0.005737,1.81,4.71
"main_cat IN ('All Electronics', 'Musical Instruments', 'Cell Phones &amp; Accessories')",in_set,0.316576,0.324285,0.007708,2.43,4.75
"main_cat IN ('All Electronics', 'Musical Instruments', 'Office Products')",in_set,0.318762,0.325316,0.006554,2.06,4.83
"main_cat IN ('All Electronics', 'Musical Instruments', 'Sports & Outdoors')",in_set,0.318927,0.327893,0.008966,2.81,4.62
"main_cat IN ('All Electronics', 'Musical Instruments', 'Books')",in_set,0.320182,0.328065,0.007883,2.46,3.17
"main_cat IN ('All Electronics', 'Computers', 'Car Electronics')",in_set,0.321148,0.323598,0.00245,0.76,4.83
"main_cat IN ('All Electronics', 'Computers', 'Cell Phones &amp; Accessories')",in_set,0.321496,0.325917,0.004421,1.38,5.71
"main_cat IN ('Camera & Photo', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.322356,0.316296,0.006061,1.88,4.96
"main_cat IN ('All Electronics', 'Computers', 'Office Products')",in_set,0.323681,0.326948,0.003267,1.01,4.92
"main_cat IN ('All Electronics', 'Computers', 'Sports & Outdoors')",in_set,0.323846,0.329525,0.005679,1.75,4.67
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Car Electronics')",in_set,0.324047,0.321278,0.002769,0.85,4.79
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')",in_set,0.324395,0.323598,0.000797,0.25,4.79
"overall IN (1,2,4)",in_set,0.324686,0.326003,0.001317,0.41,4.83
"main_cat IN ('All Electronics', 'Computers', 'Books')",in_set,0.325101,0.329697,0.004596,1.41,2.83
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Office Products')",in_set,0.32658,0.324628,0.001952,0.6,4.92
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Sports & Outdoors')",in_set,0.326745,0.327206,0.000461,0.14,4.58
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Books')",in_set,0.328,0.327377,0.000623,0.19,2.75
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater')",in_set,0.34157,0.340606,0.000964,0.28,3.0
"main_cat IN ('All Electronics', 'Computers', 'Musical Instruments')",in_set,0.344789,0.351087,0.006298,1.83,4.83
"overall IN (1,3,4)",in_set,0.346541,0.343527,0.003014,0.87,5.33
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Musical Instruments')",in_set,0.347688,0.348767,0.00108,0.31,4.83
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Car Electronics')",in_set,0.352172,0.34997,0.002202,0.63,5.29
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Cell Phones &amp; Accessories')",in_set,0.352519,0.352289,0.00023,0.07,10.79
"main_cat IN ('Home Audio & Theater', 'Camera &amp; Photo', 'Computers')",in_set,0.352607,0.350399,0.002208,0.63,5.5
"main_cat IN ('All Electronics', 'Camera &amp; Photo')",in_set,0.353192,0.358303,0.005111,1.45,8.54
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Office Products')",in_set,0.354705,0.35332,0.001385,0.39,10.79
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Sports & Outdoors')",in_set,0.35487,0.355897,0.001028,0.29,10.83
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Books')",in_set,0.356125,0.356069,5.6e-05,0.02,10.79
"main_cat IN ('Home Audio & Theater', 'Camera & Photo')",in_set,0.362255,0.35186,0.010395,2.87,3.13
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Car Electronics')",in_set,0.363794,0.367666,0.003872,1.06,8.5
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Cell Phones &amp; Accessories')",in_set,0.364141,0.369985,0.005844,1.6,8.71
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Office Products')",in_set,0.366327,0.371016,0.00469,1.28,8.79
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Sports & Outdoors')",in_set,0.366492,0.373593,0.007102,1.94,8.83
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Books')",in_set,0.367747,0.373765,0.006019,1.64,8.79
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Car Electronics')",in_set,0.372857,0.361223,0.011633,3.12,10.96
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Cell Phones &amp; Accessories')",in_set,0.373205,0.363543,0.009662,2.59,11.0
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Office Products')",in_set,0.37539,0.364573,0.010816,2.88,11.04
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Sports & Outdoors')",in_set,0.375555,0.367151,0.008404,2.24,11.17
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.375812,0.377459,0.001647,0.44,11.29
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Books')",in_set,0.37681,0.367322,0.009487,2.52,11.08
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Computers')",in_set,0.380732,0.379091,0.001641,0.43,11.33
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater')",in_set,0.381317,0.386994,0.005678,1.49,9.21
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Musical Instruments')",in_set,0.387434,0.395155,0.007721,1.99,9.29
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Car Electronics')",in_set,0.391918,0.396358,0.004439,1.13,9.29
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Cell Phones &amp; Accessories')",in_set,0.392266,0.398677,0.006411,1.63,9.17
"main_cat IN ('All Electronics', 'Camera &amp; Photo', 'Computers')",in_set,0.392354,0.396787,0.004433,1.13,9.33
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Office Products')",in_set,0.394451,0.399708,0.005257,1.33,9.17
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Sports & Outdoors')",in_set,0.394616,0.402285,0.007669,1.94,9.17
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Books')",in_set,0.395871,0.402457,0.006586,1.66,9.21
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Musical Instruments')",in_set,0.396497,0.388712,0.007785,1.96,11.67
overall<=4.0,range,0.39708,0.396186,0.000894,0.23,13.96
"overall IN (1,2,3,4)",in_set,0.39708,0.396186,0.000894,0.23,12.0
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Computers')",in_set,0.401417,0.390344,0.011072,2.76,11.58
"main_cat IN ('All Electronics', 'Camera & Photo')",in_set,0.402002,0.398248,0.003754,0.93,9.42
"main_cat IN ('All Electronics', 'Camera & Photo', 'Car Electronics')",in_set,0.412603,0.407611,0.004992,1.21,9.37
"main_cat IN ('All Electronics', 'Camera & Photo', 'Cell Phones &amp; Accessories')",in_set,0.412951,0.40993,0.003021,0.73,9.37
"main_cat IN ('All Electronics', 'Camera & Photo', 'Office Products')",in_set,0.415136,0.410961,0.004175,1.01,9.42
"main_cat IN ('All Electronics', 'Camera & Photo', 'Sports & Outdoors')",in_set,0.415301,0.413538,0.001763,0.42,9.63
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Musical Instruments')",in_set,0.415559,0.423847,0.008288,1.99,9.63
"main_cat IN ('All Electronics', 'Camera & Photo', 'Books')",in_set,0.416556,0.41371,0.002846,0.68,9.63
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Computers')",in_set,0.420478,0.425479,0.005001,1.19,9.75
"main_cat IN ('Home Audio & Theater', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.423377,0.42316,0.000218,0.05,12.33
"main_cat IN ('All Electronics', 'Camera & Photo', 'Musical Instruments')",in_set,0.436244,0.4351,0.001144,0.26,10.12
"main_cat IN ('All Electronics', 'Camera & Photo', 'Computers')",in_set,0.441163,0.436732,0.004431,1.0,10.17
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Camera &amp; Photo')",in_set,0.444062,0.434413,0.00965,2.17,12.5
"main_cat IN ('All Electronics', 'Home Audio &amp; Theater', 'Camera &amp; Photo')",in_set,0.463124,0.469547,0.006423,1.39,10.67
"main_cat IN ('Home Audio & Theater', 'Camera & Photo', 'Home Audio &amp; Theater')",in_set,0.472187,0.463105,0.009083,1.92,13.46
verified=true AND overall>=5.0,compound,0.480825,0.480457,0.000368,0.08,1.54
"main_cat IN ('All Electronics', 'Camera & Photo', 'Camera &amp; Photo')",in_set,0.483809,0.480801,0.003009,0.62,11.0
"main_cat IN ('All Electronics', 'Home Audio & Theater')",in_set,0.503023,0.505111,0.002089,0.42,11.88
"main_cat IN ('All Electronics', 'Camera & Photo', 'Home Audio &amp; Theater')",in_set,0.511934,0.509492,0.002441,0.48,11.71
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Car Electronics')",in_set,0.513624,0.514475,0.00085,0.17,11.79
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Cell Phones &amp; Accessories')",in_set,0.513972,0.516794,0.002822,0.55,11.63
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Office Products')",in_set,0.516157,0.517825,0.001668,0.32,11.79
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Sports & Outdoors')",in_set,0.516322,0.520402,0.00408,0.79,11.88
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Books')",in_set,0.517577,0.520574,0.002997,0.58,11.79
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Musical Instruments')",in_set,0.537265,0.541964,0.004699,0.87,12.33
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Computers')",in_set,0.542184,0.543596,0.001411,0.26,12.54
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Camera &amp; Photo')",in_set,0.58483,0.587664,0.002834,0.48,13.25
overall>=5.0,range,0.60292,0.603814,0.000894,0.15,0.79
verified=true AND overall>=4.0,compound,0.608342,0.608625,0.000283,0.05,5.25
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Home Audio &amp; Theater')",in_set,0.612955,0.616356,0.003401,0.55,13.79
"main_cat IN ('All Electronics', 'Home Audio & Theater', 'Camera & Photo')",in_set,0.63364,0.627609,0.006031,0.95,14.04
"overall IN (2,5)",in_set,0.653459,0.656473,0.003014,0.46,1.71
verified=true AND overall>=3.0,compound,0.661342,0.660682,0.00066,0.1,6.58
"overall IN (3,5)",in_set,0.675314,0.673997,0.001317,0.2,2.13
verified=true AND overall>=2.0,compound,0.695334,0.695043,0.000291,0.04,7.54
"overall IN (1,5)",in_set,0.701289,0.704579,0.003289,0.47,2.67
"overall IN (2,3,5)",in_set,0.725853,0.726656,0.000803,0.11,4.46
"overall IN (1,2,5)",in_set,0.751828,0.757237,0.005409,0.72,5.25
verified=true AND overall<=5.0,compound,0.758361,0.760244,0.001883,0.25,9.37
verified=true,single,0.758361,0.760244,0.001883,0.25,0.29
"overall IN (1,3,5)",in_set,0.773683,0.774762,0.001078,0.14,6.0
overall>=4.0,range,0.778698,0.776394,0.002304,0.3,4.29
"overall IN (4,5)",in_set,0.778698,0.776394,0.002304,0.3,4.5
"overall IN (1,2,3,5)",in_set,0.824222,0.82742,0.003198,0.39,8.92
"overall IN (2,4,5)",in_set,0.829237,0.829052,0.000184,0.02,7.17
overall>=3.0,range,0.851092,0.846577,0.004515,0.53,5.71
"overall IN (3,4,5)",in_set,0.851092,0.846577,0.004515,0.53,7.88
"overall IN (1,4,5)",in_set,0.877067,0.877158,9.1e-05,0.01,8.96
overall>=2.0,range,0.901631,0.899235,0.002395,0.27,6.5
"overall IN (2,3,4,5)",in_set,0.901631,0.899235,0.002395,0.27,10.92
"overall IN (1,2,4,5)",in_set,0.927606,0.929817,0.002211,0.24,12.04
"overall IN (1,3,4,5)",in_set,0.949461,0.947341,0.00212,0.22,12.83
overall<=5.0,range,1.0,1.0,0.0,0.0,8.42
