step,frozen,crossover,sla_last100,reward_last100,q_bm_020,q_pf_020,q_bm_030,q_pf_030,q_bm_040,q_pf_040
7800,False,0.20999999999999996,0.74,0.6424,0.4161,0.3831,0.2914,0.4455,0.5496,0.7857
7900,False,0.20999999999999996,0.84,0.7298,0.4149,0.3831,0.2914,0.4477,0.5447,0.7857
8000,False,0.20999999999999996,0.77,0.674,0.4248,0.3831,0.2914,0.4497,0.5394,0.7857
8100,False,0.20999999999999996,0.74,0.623,0.4192,0.3722,0.2914,0.4375,0.5394,0.7704
8200,False,0.20999999999999996,0.88,0.7538,0.4268,0.3722,0.2914,0.4257,0.5394,0.7877
8300,False,0.20999999999999996,0.79,0.7058,0.4294,0.3619,0.2914,0.4423,0.5373,0.7629
8400,False,0.20999999999999996,0.79,0.6799,0.4246,0.3619,0.2914,0.4517,0.534,0.7557
8500,False,0.20999999999999996,0.84,0.7678,0.4246,0.3619,0.2914,0.4671,0.534,0.7791
8600,False,0.20999999999999996,0.8,0.6905,0.4345,0.352,0.2914,0.4803,0.534,0.759
8700,False,0.20999999999999996,0.76,0.6485,0.4306,0.352,0.2892,0.4817,0.534,0.7088
8800,False,0.20999999999999996,0.85,0.7242,0.435,0.3427,0.2892,0.5071,0.534,0.7131
8900,False,0.20999999999999996,0.8,0.7093,0.4314,0.3427,0.2892,0.5307,0.534,0.7202
9000,False,0.20999999999999996,0.88,0.7903,0.4262,0.3427,0.2892,0.5281,0.534,0.7202
9100,False,0.20999999999999996,0.72,0.627,0.4233,0.3427,0.2925,0.5127,0.5299,0.74
9200,False,0.20999999999999996,0.79,0.7209,0.4266,0.3427,0.2925,0.4882,0.5299,0.74
9300,False,0.20999999999999996,0.78,0.7019,0.4291,0.3427,0.2925,0.4865,0.5299,0.7037
9400,False,0.20999999999999996,0.82,0.6966,0.4121,0.3427,0.2968,0.4866,0.5299,0.6933
9500,False,0.20999999999999996,0.86,0.7233,0.3995,0.3427,0.2968,0.4523,0.521,0.7078
9600,False,0.20999999999999996,0.79,0.6944,0.4085,0.3505,0.2968,0.4771,0.521,0.6814
9700,False,0.20999999999999996,0.79,0.6945,0.4088,0.3505,0.3031,0.4998,0.521,0.6961
9800,False,0.20999999999999996,0.79,0.6828,0.4058,0.3505,0.3031,0.4879,0.521,0.6942
9900,False,0.20999999999999996,0.81,0.7327,0.4086,0.3505,0.3031,0.4994,0.521,0.6758
10000,False,0.20999999999999996,0.8,0.7139,0.4144,0.3505,0.3074,0.5204,0.521,0.6832
10100,False,0.20999999999999996,0.85,0.7363,0.4144,0.3505,0.3028,0.5309,0.521,0.6947
10200,False,0.20999999999999996,0.77,0.7011,0.4241,0.3505,0.3028,0.5231,0.521,0.6695
10300,False,0.20999999999999996,0.78,0.6818,0.4051,0.3421,0.3028,0.5231,0.521,0.6618
10400,False,0.20999999999999996,0.75,0.6555,0.4094,0.3421,0.3067,0.522,0.521,0.6684
10500,False,0.20999999999999996,0.8,0.7158,0.4035,0.3421,0.3067,0.4992,0.5176,0.6898
10600,False,0.20999999999999996,0.79,0.6835,0.4027,0.3572,0.3067,0.4985,0.516,0.6861
10700,False,0.20999999999999996,0.84,0.7126,0.4102,0.3572,0.3067,0.5085,0.5146,0.6551
10800,False,0.20999999999999996,0.76,0.6781,0.4113,0.3572,0.3067,0.4866,0.5146,0.655
10900,False,0.20999999999999996,0.85,0.7508,0.4124,0.3572,0.3067,0.4968,0.5146,0.644
11000,False,0.20999999999999996,0.75,0.6419,0.4225,0.3572,0.3067,0.4757,0.5146,0.6378
11100,False,0.20999999999999996,0.79,0.6775,0.3967,0.3572,0.3067,0.4864,0.5146,0.6531
11200,False,0.20999999999999996,0.8,0.7153,0.4056,0.3491,0.3082,0.4761,0.5146,0.6493
11300,False,0.20999999999999996,0.79,0.6671,0.3985,0.3491,0.3082,0.4572,0.5146,0.6493
11400,False,0.20999999999999996,0.72,0.6317,0.3858,0.3491,0.3082,0.4671,0.5146,0.63
11500,False,0.20999999999999996,0.8,0.6855,0.3864,0.3491,0.3001,0.4785,0.5019,0.6385
11600,False,0.20999999999999996,0.87,0.7761,0.3862,0.3414,0.3001,0.459,0.5019,0.6594
11700,False,0.20999999999999996,0.78,0.6683,0.3859,0.3414,0.294,0.4497,0.4918,0.6661
11800,False,0.20999999999999996,0.83,0.7355,0.3803,0.3414,0.294,0.4721,0.4918,0.6852
11900,False,0.20999999999999996,0.81,0.7425,0.3913,0.3414,0.294,0.4713,0.4918,0.6973
12000,False,0.20999999999999996,0.81,0.7287,0.4005,0.3414,0.294,0.4453,0.4918,0.7014
12100,False,0.20999999999999996,0.75,0.6653,0.4005,0.334,0.294,0.4681,0.4918,0.6932
12200,False,0.20999999999999996,0.81,0.7195,0.3836,0.3481,0.294,0.4589,0.4918,0.7103
12300,False,0.20999999999999996,0.84,0.7334,0.3959,0.3481,0.294,0.4324,0.4822,0.7211
12400,False,0.20999999999999996,0.81,0.7276,0.3995,0.3481,0.294,0.4324,0.4822,0.7127
12500,False,0.20999999999999996,0.85,0.7688,0.402,0.3481,0.294,0.4442,0.4822,0.7156
12600,False,0.20999999999999996,0.81,0.7365,0.4042,0.3617,0.294,0.4282,0.4822,0.7125
12700,False,0.20999999999999996,0.79,0.6669,0.3898,0.3617,0.294,0.42,0.4822,0.7179
12800,False,0.20999999999999996,0.78,0.6968,0.3923,0.3746,0.2921,0.4518,0.4815,0.7331
12900,False,0.20999999999999996,0.77,0.6759,0.3964,0.3669,0.2918,0.4715,0.4815,0.7331
13000,False,0.20999999999999996,0.76,0.664,0.3926,0.3593,0.2918,0.4719,0.4815,0.7474
13100,False,0.20999999999999996,0.82,0.7431,0.3936,0.3593,0.2918,0.4827,0.4798,0.7563
13200,False,0.20999999999999996,0.81,0.7225,0.3997,0.3593,0.2918,0.4723,0.4798,0.7651
13300,False,0.20999999999999996,0.82,0.7164,0.398,0.3593,0.2918,0.4792,0.4798,0.7774
13400,False,0.20999999999999996,0.83,0.7299,0.3958,0.3593,0.2918,0.4882,0.4798,0.7814
13500,False,0.20999999999999996,0.75,0.6627,0.3974,0.3593,0.2918,0.4882,0.4798,0.7609
13600,False,0.20999999999999996,0.79,0.6632,0.3952,0.3593,0.2918,0.497,0.4798,0.7692
13700,False,0.20999999999999996,0.79,0.718,0.3962,0.3593,0.2918,0.5134,0.4798,0.7708
13800,False,0.20999999999999996,0.77,0.6626,0.4047,0.3455,0.2918,0.504,0.4798,0.7692
13900,False,0.20999999999999996,0.81,0.7248,0.4178,0.3455,0.2918,0.5031,0.4798,0.792
14000,False,0.20999999999999996,0.82,0.7477,0.4178,0.3455,0.2918,0.5098,0.4798,0.7854
14100,False,0.20999999999999996,0.78,0.6659,0.4046,0.3455,0.2918,0.4828,0.4798,0.7692
14200,False,0.20999999999999996,0.77,0.6874,0.416,0.3389,0.2903,0.4913,0.4798,0.7673
14300,False,0.20999999999999996,0.76,0.6534,0.4208,0.3389,0.2903,0.4744,0.4753,0.7539
14400,False,0.20999999999999996,0.84,0.7754,0.4187,0.3509,0.2903,0.466,0.4753,0.7495
14500,False,0.20999999999999996,0.79,0.7002,0.4182,0.3564,0.2903,0.4681,0.4753,0.7537
14600,False,0.20999999999999996,0.8,0.6916,0.4152,0.3564,0.2903,0.4608,0.4753,0.745
14700,False,0.20999999999999996,0.8,0.6724,0.4001,0.3564,0.2903,0.4703,0.4753,0.7367
14800,False,0.20999999999999996,0.77,0.6663,0.3961,0.3564,0.2903,0.4478,0.4753,0.7176
14900,False,0.20999999999999996,0.79,0.709,0.4007,0.3564,0.2905,0.4326,0.4743,0.7239
15000,False,0.20999999999999996,0.8,0.693,0.4007,0.3564,0.2856,0.4428,0.4743,0.7207
15100,False,0.20999999999999996,0.82,0.6992,0.3773,0.3679,0.287,0.4353,0.4743,0.7339
15200,False,0.20999999999999996,0.78,0.6859,0.3882,0.3679,0.287,0.4371,0.4743,0.7348
15300,False,0.20999999999999996,0.81,0.7193,0.3946,0.3614,0.289,0.446,0.4743,0.7478
15400,False,0.20999999999999996,0.79,0.7145,0.3967,0.3614,0.289,0.4405,0.4743,0.7629
15500,False,0.20999999999999996,0.82,0.7191,0.3931,0.3614,0.289,0.4495,0.4743,0.7615
15600,False,0.20999999999999996,0.78,0.6776,0.3972,0.3551,0.289,0.4666,0.4743,0.7636
15700,False,0.20999999999999996,0.81,0.7165,0.4002,0.3551,0.289,0.4599,0.4743,0.7808
15800,False,0.20999999999999996,0.84,0.6849,0.3946,0.3551,0.2842,0.4685,0.4743,0.7905
15900,False,0.20999999999999996,0.76,0.6689,0.3939,0.3551,0.2842,0.4696,0.4743,0.7967
16000,False,0.20999999999999996,0.82,0.7173,0.3999,0.3551,0.2842,0.4854,0.4743,0.8113
16100,False,0.20999999999999996,0.73,0.6351,0.3977,0.3551,0.2842,0.4696,0.4743,0.8042
16200,False,0.20999999999999996,0.81,0.6387,0.4063,0.3551,0.283,0.4938,0.4598,0.818
16300,False,0.20999999999999996,0.8,0.6667,0.4028,0.3551,0.283,0.5148,0.4598,0.818
16400,False,0.20999999999999996,0.82,0.7309,0.4071,0.3551,0.283,0.5218,0.4598,0.8083
16500,False,0.20999999999999996,0.74,0.6789,0.4043,0.3493,0.283,0.5195,0.4598,0.8111
16600,False,0.20999999999999996,0.83,0.7517,0.4074,0.3493,0.283,0.51,0.4598,0.8267
16700,False,0.20999999999999996,0.78,0.6515,0.414,0.3493,0.2849,0.5236,0.4598,0.8316
16800,False,,0.78,0.6846,0.4121,0.3493,0.4162,0.5913,0.4338,0.6442
16900,False,,0.81,0.5117,0.4121,0.3493,0.3874,0.6184,0.3666,0.6896
17000,False,,0.78,0.643,0.4121,0.3493,0.3632,0.519,0.3689,0.6186
17044,True,0.33000000000000007,0.77,0.6321,0.4121,0.3493,0.3816,0.3735,0.3689,0.5994
