step,frozen,crossover,sla_last100,reward_last100,q_bm_020,q_pf_020,q_bm_030,q_pf_030,q_bm_040,q_pf_040
2200,False,0.35000000000000003,0.88,0.7597,0.5675,0.6844,0.5263,0.6878,1.0,1.0
2300,False,0.35000000000000003,0.9,0.7789,0.5675,0.7335,0.5294,0.6135,1.0,1.0
2400,False,0.35000000000000003,0.87,0.769,0.5675,0.786,0.5322,0.5483,1.0,1.0
2500,False,0.24999999999999994,0.86,0.7683,0.5675,0.7814,0.5187,0.6292,1.0,1.0
2600,False,0.24999999999999994,0.83,0.7462,0.5675,0.734,0.5214,0.5555,1.0,1.0
2700,False,0.35000000000000003,0.87,0.7517,0.5675,0.7476,0.5214,0.5505,1.0,1.0
2800,False,0.35000000000000003,0.86,0.7526,0.5675,0.7718,0.5213,0.4934,1.0,1.0
2900,False,0.35000000000000003,0.87,0.7613,0.5675,0.7383,0.5201,0.4934,1.0,1.0
3000,False,0.35000000000000003,0.8,0.7053,0.5734,0.8045,0.5157,0.5176,1.0,1.0
3100,False,0.31,0.86,0.742,0.5734,0.7375,0.5157,0.5145,1.0,1.0
3200,False,0.31,0.91,0.8204,0.5734,0.7608,0.5151,0.5145,1.0,1.0
3300,False,0.24999999999999994,0.81,0.7355,0.5734,0.7921,0.5134,0.534,1.0,1.0
3400,False,0.24999999999999994,0.81,0.7297,0.5628,0.741,0.5134,0.5751,1.0,1.0
3500,False,0.24999999999999994,0.84,0.7497,0.5628,0.7379,0.5156,0.5785,1.0,1.0
3600,False,0.24999999999999994,0.84,0.7572,0.5628,0.6382,0.5156,0.587,1.0,1.0
3700,False,0.24999999999999994,0.83,0.766,0.5685,0.6533,0.5158,0.5978,1.0,1.0
3800,False,0.24999999999999994,0.89,0.7717,0.5685,0.6944,0.5168,0.6148,1.0,1.0
3900,False,0.24999999999999994,0.88,0.7868,0.5443,0.6771,0.5168,0.5899,1.0,1.0
4000,False,0.24999999999999994,0.86,0.7704,0.5443,0.7032,0.5182,0.5899,1.0,1.0
4100,False,0.24999999999999994,0.76,0.6715,0.5443,0.7001,0.5182,0.5578,1.0,1.0
4200,False,0.24999999999999994,0.8,0.7247,0.5443,0.6935,0.5182,0.5536,1.0,1.0
4300,False,0.31,0.83,0.7353,0.5443,0.6771,0.5164,0.5099,1.0,1.0
4400,False,0.31,0.89,0.7667,0.5443,0.6622,0.5161,0.5099,1.0,1.0
4500,False,0.31,0.77,0.6949,0.5503,0.6371,0.5162,0.508,1.0,1.0
4600,False,0.31,0.86,0.7517,0.5503,0.6512,0.5116,0.508,1.0,1.0
4700,False,0.24999999999999994,0.85,0.7731,0.5503,0.6535,0.5114,0.544,1.0,1.0
4800,False,0.24999999999999994,0.87,0.7766,0.5503,0.641,0.5114,0.5739,1.0,1.0
4900,False,0.24999999999999994,0.82,0.7659,0.5347,0.6549,0.5114,0.6114,1.0,1.0
5000,False,0.24999999999999994,0.85,0.7415,0.5347,0.7022,0.5114,0.6385,1.0,1.0
5100,False,0.24999999999999994,0.82,0.7213,0.5347,0.6505,0.5114,0.5931,1.0,1.0
5200,False,0.24999999999999994,0.87,0.7793,0.5347,0.5826,0.5124,0.5931,1.0,1.0
5300,False,0.24999999999999994,0.85,0.7462,0.5347,0.5908,0.5124,0.5514,1.0,1.0
5400,False,0.24999999999999994,0.92,0.8211,0.528,0.6314,0.5133,0.5891,1.0,1.0
5500,False,0.24999999999999994,0.79,0.7144,0.528,0.6561,0.5133,0.5562,1.0,1.0
5600,False,0.24999999999999994,0.88,0.7902,0.5331,0.6332,0.5133,0.5562,1.0,1.0
5700,False,0.24999999999999994,0.89,0.8035,0.5149,0.591,0.5133,0.5514,1.0,1.0
5800,False,0.31,0.86,0.7899,0.5266,0.591,0.5133,0.5127,1.0,1.0
5900,False,0.31,0.83,0.7173,0.5266,0.552,0.5163,0.5127,1.0,1.0
6000,False,0.24999999999999994,0.89,0.7847,0.5322,0.5449,0.5126,0.5127,1.0,1.0
6100,False,0.24999999999999994,0.92,0.8395,0.5322,0.5999,0.5126,0.5257,1.0,1.0
6200,False,0.24999999999999994,0.8,0.728,0.5373,0.5979,0.5146,0.5235,1.0,1.0
6300,False,0.31,0.81,0.6866,0.5373,0.6223,0.5116,0.5067,1.0,1.0
6400,False,0.31,0.88,0.7707,0.54,0.6189,0.5112,0.5067,1.0,1.0
6500,False,0.31,0.85,0.711,0.54,0.662,0.515,0.5067,1.0,1.0
6600,False,0.24999999999999994,0.88,0.7876,0.5485,0.6609,0.4993,0.5218,1.0,1.0
6700,False,0.24999999999999994,0.86,0.7849,0.5485,0.6509,0.4993,0.5058,1.0,1.0
6800,False,0.24999999999999994,0.84,0.7466,0.5485,0.6613,0.4993,0.5047,1.0,1.0
6900,False,0.31,0.9,0.7772,0.5485,0.6513,0.5084,0.5043,1.0,1.0
7000,False,0.31,0.85,0.7591,0.5485,0.6528,0.5103,0.4893,1.0,1.0
7100,False,0.31,0.88,0.7903,0.5485,0.6624,0.507,0.4893,1.0,1.0
7200,False,0.31,0.82,0.7433,0.5485,0.6906,0.5088,0.4893,1.0,1.0
7300,False,0.31,0.84,0.7488,0.5485,0.6956,0.5098,0.4893,1.0,1.0
7400,False,0.31,0.85,0.7343,0.5485,0.6956,0.5135,0.4893,1.0,1.0
7500,False,0.31,0.87,0.7672,0.5485,0.718,0.5129,0.4753,1.0,1.0
7600,False,0.31,0.89,0.7894,0.5485,0.7402,0.513,0.4753,1.0,1.0
7700,False,0.31,0.85,0.7522,0.5485,0.7473,0.516,0.4753,1.0,1.0
7800,False,0.31,0.79,0.7117,0.5485,0.7143,0.5155,0.4753,1.0,1.0
7900,False,0.31,0.87,0.7784,0.5485,0.7095,0.515,0.4753,1.0,1.0
8000,False,0.31,0.86,0.7662,0.5485,0.7169,0.5105,0.4753,1.0,1.0
8100,False,0.31,0.85,0.7664,0.5465,0.7169,0.5101,0.4753,1.0,1.0
8200,False,0.31,0.81,0.7081,0.5505,0.6786,0.5128,0.4753,1.0,1.0
8300,False,0.31,0.88,0.7987,0.5505,0.6332,0.5146,0.4753,1.0,1.0
8400,False,0.31,0.84,0.7663,0.5505,0.6546,0.5163,0.489,1.0,1.0
8500,False,0.31,0.86,0.7861,0.5505,0.6636,0.5177,0.489,1.0,1.0
8600,False,0.31,0.84,0.7246,0.549,0.6373,0.522,0.489,1.0,1.0
8700,False,0.31,0.83,0.743,0.549,0.6338,0.5252,0.489,1.0,1.0
8800,False,0.31,0.79,0.6996,0.5526,0.6204,0.5237,0.489,1.0,1.0
8900,False,0.31,0.81,0.6992,0.5507,0.6299,0.5222,0.489,1.0,1.0
9000,False,0.35000000000000003,0.86,0.7801,0.5507,0.6299,0.5222,0.489,1.0,1.0
9100,False,0.35000000000000003,0.88,0.747,0.5541,0.6325,0.5258,0.5019,1.0,1.0
9200,False,0.35000000000000003,0.82,0.7062,0.5541,0.6415,0.5266,0.5019,1.0,1.0
9300,False,0.35000000000000003,0.91,0.8064,0.5541,0.6586,0.5269,0.5019,1.0,1.0
9400,False,0.35000000000000003,0.79,0.6772,0.5404,0.6669,0.5248,0.5019,1.0,1.0
9500,False,0.31,0.83,0.7458,0.5441,0.6204,0.5248,0.514,1.0,1.0
9600,False,0.24999999999999994,0.89,0.8089,0.5441,0.6378,0.526,0.5456,1.0,1.0
9700,False,0.24999999999999994,0.87,0.7929,0.5477,0.6322,0.5261,0.5566,1.0,1.0
9800,False,0.31,0.86,0.7878,0.5477,0.6199,0.5261,0.5172,1.0,1.0
9900,False,0.31,0.83,0.752,0.5477,0.6316,0.523,0.5049,1.0,1.0
10000,False,0.31,0.83,0.75,0.5477,0.6316,0.5241,0.5049,1.0,1.0
10100,False,0.31,0.88,0.759,0.5477,0.6482,0.5257,0.5049,1.0,1.0
10200,False,0.31,0.79,0.7175,0.5511,0.6565,0.5258,0.493,1.0,1.0
10300,False,0.31,0.89,0.809,0.5511,0.6715,0.5275,0.493,1.0,1.0
10400,False,0.31,0.8,0.7095,0.5511,0.6535,0.5271,0.493,1.0,1.0
10500,False,0.31,0.85,0.7653,0.5511,0.6609,0.5225,0.4817,1.0,1.0
10600,False,0.31,0.82,0.742,0.5511,0.6534,0.5227,0.4934,1.0,1.0
10700,False,0.31,0.84,0.7769,0.5511,0.6755,0.5232,0.4934,1.0,1.0
10800,False,0.31,0.89,0.8168,0.5511,0.6895,0.525,0.4934,1.0,1.0
10900,False,0.31,0.87,0.7867,0.5511,0.6734,0.5237,0.5046,1.0,1.0
11000,False,0.24999999999999994,0.89,0.7905,0.554,0.6656,0.5182,0.5257,1.0,1.0
11100,False,0.24999999999999994,0.83,0.7589,0.5472,0.6796,0.5182,0.5407,1.0,1.0
11200,False,0.24999999999999994,0.84,0.7679,0.5472,0.6846,0.5182,0.5504,1.0,1.0
11300,False,0.24999999999999994,0.86,0.7753,0.5472,0.6829,0.5193,0.5536,1.0,1.0
11400,False,0.24999999999999994,0.85,0.7582,0.5472,0.6815,0.5193,0.5304,1.0,1.0
11500,False,0.31,0.86,0.7516,0.5472,0.7008,0.5182,0.5176,1.0,1.0
11600,False,0.31,0.87,0.8,0.5472,0.6926,0.517,0.5165,1.0,1.0
11700,False,0.24999999999999994,0.89,0.7932,0.5472,0.7051,0.517,0.5264,1.0,1.0
11800,False,0.24999999999999994,0.81,0.7482,0.5472,0.6854,0.517,0.525,1.0,1.0
11900,False,0.24999999999999994,0.84,0.7321,0.5472,0.7065,0.5143,0.525,1.0,1.0
12000,False,0.24999999999999994,0.88,0.7844,0.5472,0.7179,0.5143,0.544,1.0,1.0
12100,False,0.24999999999999994,0.87,0.7777,0.5472,0.7094,0.5145,0.568,1.0,1.0
12200,False,0.24999999999999994,0.8,0.7443,0.5472,0.6991,0.5145,0.5766,1.0,1.0
12300,False,0.24999999999999994,0.86,0.7799,0.5472,0.6913,0.5149,0.5619,1.0,1.0
12400,False,0.24999999999999994,0.81,0.7163,0.5472,0.6971,0.5139,0.5595,1.0,1.0
12500,False,,0.83,0.7441,0.685,0.5616,0.5139,0.546,0.4148,0.7974
12600,False,,0.87,0.6562,0.7131,0.6936,0.5139,0.546,0.361,0.7482
12700,False,,0.86,0.7462,0.7116,0.5832,0.5139,0.546,0.361,0.7582
12780,True,0.23,0.86,0.7539,0.6829,0.5832,0.5139,0.546,0.354,0.7705
